vt;im;temp;crc
88;10322;0.9;10424
88;10341;0.9;10443
88;10341;0.9;10443
88;10341;0.9;10443
88;10341;0.9;10443
88;10350;0.9;10452
88;10350;0.9;10452
88;10350;0.9;10452
88;10350;0.9;10452
88;10348;0.9;10450
88;10348;0.9;10450
88;10348;0.9;10450
88;10348;0.9;10450
88;10339;0.9;10441
88;10339;0.9;10441
88;10339;0.9;10441
88;10339;0.9;10441
89;10346;0.9;10449
89;10346;0.9;10449
89;10346;0.9;10449
89;10346;0.9;10449
90;10353;0.9;10457
90;10353;0.9;10457
90;10353;0.9;10457
90;10353;0.9;10457
90;10357;0.9;10461
90;10357;0.9;10461
90;10357;0.9;10461
90;10357;0.9;10461
90;10375;0.9;10479
90;10375;0.9;10479
90;10375;0.9;10479
90;10375;0.9;10479
91;10387;0.9;10492
91;10387;0.9;10492
91;10387;0.9;10492
91;10387;0.9;10492
91;10376;0.9;10481
91;10376;0.9;10481
91;10376;0.9;10481
91;10376;0.9;10481
91;10371;0.9;10476
91;10371;0.9;10476
91;10371;0.9;10476
91;10371;0.9;10476
92;10380;0.9;10486
92;10380;0.9;10486
92;10380;0.9;10486
92;10380;0.9;10486
92;10395;0.9;10501
92;10395;0.9;10501
92;10395;0.9;10501
92;10395;0.9;10501
92;10402;0.9;10508
92;10402;0.9;10508
92;10402;0.9;10508
92;10402;0.9;10508
92;10402;0.9;10508
92;10402;0.9;10508
92;10402;0.9;10508
92;10402;0.9;10508
92;10392;0.9;10498
92;10392;0.9;10498
92;10392;0.9;10498
92;10392;0.9;10498
93;10404;0.9;10511
93;10404;0.9;10511
93;10404;0.9;10511
93;10404;0.9;10511
93;10411;0.9;10518
93;10411;0.9;10518
93;10411;0.9;10518
93;10411;0.9;10518
93;10415;0.9;10522
93;10415;0.9;10522
93;10415;0.9;10522
93;10415;0.9;10522
94;10408;0.9;10516
94;10408;0.9;10516
94;10408;0.9;10516
94;10408;0.9;10516
94;10420;0.9;10528
94;10420;0.9;10528
94;10420;0.9;10528
94;10420;0.9;10528
94;10431;0.9;10539
94;10431;0.9;10539
94;10431;0.9;10539
94;10431;0.9;10539
95;10428;0.9;10537
95;10428;0.9;10537
95;10428;0.9;10537
95;10428;0.9;10537
95;10434;0.9;10543
95;10434;0.9;10543
95;10434;0.9;10543
95;10434;0.9;10543
95;10453;0.9;10562
95;10453;0.9;10562
95;10453;0.9;10562
95;10453;0.9;10562
95;10460;0.9;10569
95;10460;0.9;10569
95;10460;0.9;10569
95;10460;0.9;10569
96;10481;0.9;10591
96;10481;0.9;10591
96;10481;0.9;10591
96;10481;0.9;10591
96;10474;0.9;10584
96;10474;0.9;10584
96;10474;0.9;10584
96;10474;0.9;10584
96;10479;0.9;10589
96;10479;0.9;10589
96;10479;0.9;10589
96;10479;0.9;10589
97;10484;0.9;10595
97;10484;0.9;10595
97;10484;0.9;10595
97;10484;0.9;10595
97;10484;0.9;10595
97;10484;0.9;10595
97;10467;0.9;10578
97;10467;0.9;10578
97;10467;0.9;10578
97;10467;0.9;10578
97;10462;0.9;10573
97;10462;0.9;10573
97;10462;0.9;10573
97;10462;0.9;10573
97;10459;0.9;10570
97;10459;0.9;10570
97;10459;0.9;10570
97;10459;0.9;10570
97;10468;0.9;10579
97;10468;0.9;10579
97;10468;0.9;10579
97;10468;0.9;10579
98;10478;0.9;10590
98;10478;0.9;10590
98;10478;0.9;10590
98;10478;0.9;10590
97;10476;0.9;10587
97;10476;0.9;10587
97;10476;0.9;10587
97;10476;0.9;10587
98;10484;0.9;10596
98;10484;0.9;10596
98;10484;0.9;10596
98;10484;0.9;10596
98;10494;0.9;10606
98;10494;0.9;10606
98;10494;0.9;10606
98;10494;0.9;10606
98;10488;0.9;10600
98;10488;0.9;10600
98;10488;0.9;10600
98;10488;0.9;10600
97;10474;0.9;10585
97;10474;0.9;10585
97;10474;0.9;10585
97;10474;0.9;10585
97;10462;0.9;10573
97;10462;0.9;10573
97;10462;0.9;10573
97;10462;0.9;10573
96;10475;0.9;10585
96;10475;0.9;10585
96;10475;0.9;10585
96;10475;0.9;10585
96;10469;0.9;10579
96;10469;0.9;10579
96;10469;0.9;10579
96;10469;0.9;10579
96;10457;0.9;10567
96;10457;0.9;10567
96;10457;0.9;10567
96;10457;0.9;10567
95;10459;0.9;10568
95;10459;0.9;10568
95;10459;0.9;10568
95;10459;0.9;10568
95;10464;0.9;10573
95;10464;0.9;10573
95;10464;0.9;10573
95;10464;0.9;10573
95;10449;0.9;10558
95;10449;0.9;10558
95;10449;0.9;10558
95;10449;0.9;10558
94;10452;0.9;10560
94;10452;0.9;10560
94;10452;0.9;10560
94;10452;0.9;10560
94;10456;0.9;10564
94;10456;0.9;10564
94;10456;0.9;10564
94;10456;0.9;10564
93;10459;0.9;10566
93;10459;0.9;10566
93;10459;0.9;10566
93;10459;0.9;10566
93;10439;0.9;10546
93;10439;0.9;10546
93;10439;0.9;10546
93;10439;0.9;10546
93;10458;0.9;10565
93;10458;0.9;10565
93;10458;0.9;10565
93;10458;0.9;10565
92;10463;0.9;10569
92;10463;0.9;10569
92;10463;0.9;10569
92;10463;0.9;10569
92;10439;0.9;10545
92;10439;0.9;10545
92;10439;0.9;10545
92;10439;0.9;10545
92;10465;0.9;10571
92;10465;0.9;10571
92;10465;0.9;10571
92;10465;0.9;10571
92;10477;0.9;10583
92;10477;0.9;10583
92;10477;0.9;10583
92;10477;0.9;10583
91;10475;0.9;10580
91;10475;0.9;10580
91;10475;0.9;10580
91;10475;0.9;10580
91;10445;0.9;10550
91;10445;0.9;10550
91;10445;0.9;10550
91;10445;0.9;10550
91;10442;0.9;10547
91;10442;0.9;10547
91;10442;0.9;10547
91;10442;0.9;10547
90;10468;0.9;10572
90;10468;0.9;10572
90;10468;0.9;10572
90;10468;0.9;10572
90;10450;0.9;10554
90;10450;0.9;10554
90;10450;0.9;10554
90;10450;0.9;10554
90;10468;0.9;10572
90;10468;0.9;10572
90;10468;0.9;10572
90;10468;0.9;10572
89;10486;0.9;10589
89;10486;0.9;10589
89;10486;0.9;10589
89;10486;0.9;10589
89;10498;0.9;10601
89;10498;0.9;10601
89;10498;0.9;10601
89;10498;0.9;10601
89;10483;0.9;10586
89;10483;0.9;10586
89;10483;0.9;10586
89;10483;0.9;10586
88;10483;0.9;10585
88;10483;0.9;10585
88;10483;0.9;10585
88;10483;0.9;10585
88;10485;0.9;10587
88;10485;0.9;10587
88;10485;0.9;10587
88;10485;0.9;10587
87;10470;0.9;10571
87;10470;0.9;10571
87;10470;0.9;10571
87;10470;0.9;10571
87;10479;0.9;10580
87;10479;0.9;10580
87;10479;0.9;10580
87;10479;0.9;10580
87;10472;0.9;10573
87;10472;0.9;10573
87;10472;0.9;10573
87;10472;0.9;10573
87;10472;0.9;10573
87;10472;0.9;10573
86;10488;0.9;10588
86;10488;0.9;10588
86;10488;0.9;10588
86;10488;0.9;10588
86;10467;0.9;10567
86;10467;0.9;10567
86;10467;0.9;10567
86;10467;0.9;10567
86;10482;0.9;10582
86;10482;0.9;10582
86;10482;0.9;10582
86;10482;0.9;10582
86;10504;0.9;10604
86;10504;0.9;10604
86;10504;0.9;10604
86;10504;0.9;10604
86;10491;0.9;10591
86;10491;0.9;10591
86;10491;0.9;10591
86;10491;0.9;10591
86;10518;0.9;10618
86;10518;0.9;10618
86;10518;0.9;10618
86;10518;0.9;10618
86;10510;0.9;10610
86;10510;0.9;10610
86;10510;0.9;10610
86;10510;0.9;10610
86;10517;0.9;10617
86;10517;0.9;10617
86;10517;0.9;10617
86;10517;0.9;10617
86;10507;0.9;10607
86;10507;0.9;10607
86;10507;0.9;10607
86;10507;0.9;10607
86;10514;0.9;10614
86;10514;0.9;10614
86;10514;0.9;10614
86;10514;0.9;10614
86;10510;0.9;10610
86;10510;0.9;10610
86;10510;0.9;10610
86;10510;0.9;10610
87;10509;0.9;10610
87;10509;0.9;10610
87;10509;0.9;10610
87;10509;0.9;10610
87;10550;0.9;10651
87;10550;0.9;10651
87;10550;0.9;10651
87;10550;0.9;10651
87;10511;0.9;10612
87;10511;0.9;10612
87;10511;0.9;10612
87;10511;0.9;10612
87;10519;0.9;10620
87;10519;0.9;10620
87;10519;0.9;10620
87;10519;0.9;10620
88;10525;0.9;10627
88;10525;0.9;10627
88;10525;0.9;10627
88;10525;0.9;10627
88;10523;0.9;10625
88;10523;0.9;10625
88;10523;0.9;10625
88;10523;0.9;10625
88;10522;0.9;10624
88;10522;0.9;10624
88;10522;0.9;10624
88;10522;0.9;10624
88;10520;0.9;10622
88;10520;0.9;10622
88;10520;0.9;10622
88;10520;0.9;10622
89;10548;0.9;10651
89;10548;0.9;10651
89;10548;0.9;10651
89;10548;0.9;10651
89;10548;0.9;10651
89;10548;0.9;10651
89;10548;0.9;10651
89;10548;0.9;10651
89;10537;0.9;10640
89;10537;0.9;10640
89;10537;0.9;10640
89;10537;0.9;10640
90;10548;0.9;10652
90;10548;0.9;10652
90;10548;0.9;10652
90;10548;0.9;10652
90;10551;0.9;10655
90;10551;0.9;10655
90;10551;0.9;10655
90;10551;0.9;10655
90;10547;0.9;10651
90;10547;0.9;10651
90;10547;0.9;10651
90;10547;0.9;10651
90;10535;0.9;10639
90;10535;0.9;10639
90;10535;0.9;10639
90;10535;0.9;10639
91;10540;0.9;10645
91;10540;0.9;10645
91;10540;0.9;10645
91;10540;0.9;10645
91;10545;0.9;10650
91;10545;0.9;10650
91;10545;0.9;10650
91;10545;0.9;10650
91;10544;0.9;10649
91;10544;0.9;10649
91;10544;0.9;10649
91;10544;0.9;10649
92;10543;0.9;10649
92;10543;0.9;10649
92;10543;0.9;10649
92;10543;0.9;10649
92;10539;0.9;10645
92;10539;0.9;10645
92;10539;0.9;10645
92;10539;0.9;10645
92;10538;0.9;10644
92;10538;0.9;10644
92;10538;0.9;10644
92;10538;0.9;10644
92;10539;0.9;10645
92;10539;0.9;10645
92;10539;0.9;10645
92;10539;0.9;10645
93;10550;0.9;10657
93;10550;0.9;10657
93;10550;0.9;10657
93;10550;0.9;10657
93;10525;0.9;10632
93;10525;0.9;10632
93;10525;0.9;10632
93;10525;0.9;10632
93;10511;0.9;10618
93;10511;0.9;10618
93;10511;0.9;10618
93;10511;0.9;10618
94;10525;0.9;10633
94;10525;0.9;10633
94;10525;0.9;10633
94;10525;0.9;10633
94;10530;0.9;10638
94;10530;0.9;10638
94;10530;0.9;10638
94;10530;0.9;10638
94;10518;0.9;10626
94;10518;0.9;10626
94;10518;0.9;10626
94;10518;0.9;10626
95;10524;0.9;10634
95;10524;0.9;10634
95;10524;0.9;10634
95;10524;0.9;10634
95;10529;0.9;10639
95;10529;0.9;10639
95;10529;0.9;10639
95;10529;0.9;10639
95;10533;0.9;10643
95;10533;0.9;10643
95;10533;0.9;10643
95;10533;0.9;10643
95;10532;0.9;10642
95;10532;0.9;10642
95;10532;0.9;10642
95;10532;0.9;10642
95;10519;0.9;10629
95;10519;0.9;10629
95;10519;0.9;10629
95;10519;0.9;10629
94;10522;0.9;10631
94;10522;0.9;10631
94;10522;0.9;10631
94;10522;0.9;10631
95;10516;0.9;10626
95;10516;0.9;10626
95;10516;0.9;10626
95;10516;0.9;10626
94;10515;0.9;10624
94;10515;0.9;10624
94;10515;0.9;10624
94;10515;0.9;10624
94;10501;0.9;10610
94;10501;0.9;10610
94;10501;0.9;10610
94;10501;0.9;10610
94;10492;0.9;10601
94;10492;0.9;10601
94;10492;0.9;10601
94;10492;0.9;10601
94;10496;0.9;10605
94;10496;0.9;10605
94;10496;0.9;10605
94;10496;0.9;10605
94;10503;0.9;10612
94;10503;0.9;10612
94;10503;0.9;10612
94;10503;0.9;10612
94;10491;0.9;10600
94;10491;0.9;10600
94;10491;0.9;10600
94;10491;0.9;10600
93;10492;0.9;10600
93;10492;0.9;10600
93;10492;0.9;10600
93;10492;0.9;10600
93;10489;0.9;10597
93;10489;0.9;10597
93;10489;0.9;10597
93;10489;0.9;10597
93;10487;0.9;10595
93;10487;0.9;10595
93;10487;0.9;10595
93;10487;0.9;10595
93;10481;0.9;10589
93;10481;0.9;10589
93;10481;0.9;10589
93;10481;0.9;10589
93;10477;0.9;10585
93;10477;0.9;10585
93;10477;0.9;10585
93;10477;0.9;10585
92;10476;0.9;10583
92;10476;0.9;10583
92;10476;0.9;10583
92;10476;0.9;10583
92;10481;0.9;10588
92;10481;0.9;10588
92;10481;0.9;10588
92;10481;0.9;10588
92;10485;0.9;10592
92;10485;0.9;10592
92;10485;0.9;10592
92;10485;0.9;10592
91;10481;0.9;10587
91;10481;0.9;10587
91;10481;0.9;10587
91;10481;0.9;10587
91;10480;0.9;10586
91;10480;0.9;10586
91;10480;0.9;10586
91;10480;0.9;10586
91;10487;0.9;10593
91;10487;0.9;10593
91;10487;0.9;10593
91;10487;0.9;10593
90;10495;0.9;10600
90;10495;0.9;10600
90;10495;0.9;10600
90;10495;0.9;10600
90;10502;0.9;10607
90;10502;0.9;10607
90;10502;0.9;10607
90;10502;0.9;10607
90;10509;0.9;10614
90;10509;0.9;10614
90;10509;0.9;10614
90;10509;0.9;10614
90;10502;0.9;10607
90;10502;0.9;10607
90;10502;0.9;10607
90;10502;0.9;10607
89;10517;0.9;10621
89;10517;0.9;10621
89;10517;0.9;10621
89;10517;0.9;10621
89;10513;0.9;10617
89;10513;0.9;10617
89;10513;0.9;10617
89;10513;0.9;10617
89;10514;0.9;10618
89;10514;0.9;10618
89;10514;0.9;10618
89;10514;0.9;10618
89;10510;0.9;10614
89;10510;0.9;10614
89;10510;0.9;10614
89;10510;0.9;10614
89;10507;0.9;10611
89;10507;0.9;10611
89;10507;0.9;10611
89;10507;0.9;10611
88;10514;0.9;10617
88;10514;0.9;10617
88;10514;0.9;10617
88;10514;0.9;10617
88;10495;0.9;10598
88;10495;0.9;10598
88;10495;0.9;10598
88;10495;0.9;10598
88;10539;0.9;10642
88;10539;0.9;10642
88;10539;0.9;10642
88;10539;0.9;10642
87;10544;0.9;10646
87;10544;0.9;10646
87;10544;0.9;10646
87;10544;0.9;10646
87;10549;0.9;10651
87;10549;0.9;10651
87;10549;0.9;10651
87;10549;0.9;10651
87;10559;0.9;10661
87;10559;0.9;10661
87;10559;0.9;10661
87;10559;0.9;10661
87;10562;0.9;10664
87;10562;0.9;10664
87;10562;0.9;10664
87;10562;0.9;10664
87;10556;0.9;10658
87;10556;0.9;10658
87;10556;0.9;10658
87;10556;0.9;10658
87;10527;0.9;10629
87;10527;0.9;10629
87;10527;0.9;10629
87;10527;0.9;10629
87;10540;0.9;10642
87;10540;0.9;10642
87;10540;0.9;10642
87;10540;0.9;10642
87;10548;0.9;10650
87;10548;0.9;10650
87;10548;0.9;10650
87;10548;0.9;10650
87;10546;0.9;10648
87;10546;0.9;10648
87;10546;0.9;10648
87;10546;0.9;10648
87;10543;0.9;10645
87;10543;0.9;10645
87;10543;0.9;10645
87;10543;0.9;10645
87;10541;0.9;10643
87;10541;0.9;10643
87;10541;0.9;10643
87;10541;0.9;10643
86;10548;0.9;10649
86;10548;0.9;10649
86;10548;0.9;10649
86;10548;0.9;10649
87;10547;0.9;10649
87;10547;0.9;10649
87;10547;0.9;10649
87;10547;0.9;10649
87;10533;0.9;10635
87;10533;0.9;10635
87;10533;0.9;10635
87;10533;0.9;10635
87;10523;0.9;10625
87;10523;0.9;10625
87;10523;0.9;10625
87;10523;0.9;10625
87;10518;0.9;10620
87;10518;0.9;10620
87;10518;0.9;10620
87;10518;0.9;10620
87;10510;0.9;10612
87;10510;0.9;10612
87;10510;0.9;10612
87;10510;0.9;10612
88;10493;0.9;10596
88;10493;0.9;10596
88;10493;0.9;10596
88;10493;0.9;10596
88;10449;0.9;10552
88;10449;0.9;10552
88;10449;0.9;10552
88;10449;0.9;10552
88;10436;0.9;10539
88;10436;0.9;10539
88;10436;0.9;10539
88;10436;0.9;10539
89;10413;0.9;10517
89;10413;0.9;10517
89;10413;0.9;10517
89;10413;0.9;10517
89;10398;0.9;10502
89;10398;0.9;10502
89;10398;0.9;10502
89;10398;0.9;10502
89;10367;0.9;10471
89;10367;0.9;10471
89;10367;0.9;10471
89;10367;0.9;10471
90;10366;0.9;10471
90;10366;0.9;10471
90;10366;0.9;10471
90;10366;0.9;10471
90;10337;0.9;10442
90;10337;0.9;10442
90;10337;0.9;10442
90;10337;0.9;10442
90;10321;0.9;10426
90;10321;0.9;10426
90;10321;0.9;10426
90;10321;0.9;10426
90;10316;0.9;10421
90;10316;0.9;10421
90;10316;0.9;10421
90;10316;0.9;10421
90;10294;0.9;10399
90;10294;0.9;10399
90;10294;0.9;10399
90;10294;0.9;10399
91;10310;0.9;10416
91;10310;0.9;10416
91;10310;0.9;10416
91;10310;0.9;10416
91;10277;0.9;10383
91;10277;0.9;10383
91;10277;0.9;10383
91;10277;0.9;10383
91;10274;0.9;10380
91;10274;0.9;10380
91;10274;0.9;10380
91;10274;0.9;10380
91;10255;0.9;10361
91;10255;0.9;10361
91;10255;0.9;10361
91;10255;0.9;10361
91;10246;0.9;10352
91;10246;0.9;10352
91;10246;0.9;10352
91;10246;0.9;10352
92;10243;0.9;10350
92;10243;0.9;10350
92;10243;0.9;10350
92;10243;0.9;10350
92;10241;0.9;10348
92;10241;0.9;10348
92;10241;0.9;10348
92;10241;0.9;10348
92;10264;0.9;10371
92;10264;0.9;10371
92;10264;0.9;10371
92;10264;0.9;10371
93;10235;0.9;10343
93;10235;0.9;10343
93;10235;0.9;10343
93;10235;0.9;10343
92;10245;0.9;10352
92;10245;0.9;10352
92;10245;0.9;10352
92;10245;0.9;10352
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10248;0.9;10356
93;10261;0.9;10369
93;10261;0.9;10369
93;10261;0.9;10369
93;10261;0.9;10369
93;10243;0.9;10351
93;10243;0.9;10351
93;10243;0.9;10351
93;10243;0.9;10351
93;10263;0.9;10371
93;10263;0.9;10371
93;10263;0.9;10371
93;10263;0.9;10371
93;10278;0.9;10386
93;10278;0.9;10386
93;10278;0.9;10386
93;10278;0.9;10386
93;10291;0.9;10399
93;10291;0.9;10399
93;10291;0.9;10399
93;10291;0.9;10399
93;10279;0.9;10387
93;10279;0.9;10387
93;10279;0.9;10387
93;10279;0.9;10387
93;10281;0.9;10389
93;10281;0.9;10389
93;10281;0.9;10389
93;10281;0.9;10389
93;10313;0.9;10421
93;10313;0.9;10421
93;10313;0.9;10421
93;10313;0.9;10421
93;10304;0.9;10412
93;10304;0.9;10412
93;10304;0.9;10412
93;10304;0.9;10412
93;10324;0.9;10432
93;10324;0.9;10432
93;10324;0.9;10432
93;10324;0.9;10432
93;10321;0.9;10429
93;10321;0.9;10429
93;10321;0.9;10429
93;10321;0.9;10429
92;10329;0.9;10436
92;10329;0.9;10436
92;10329;0.9;10436
92;10329;0.9;10436
92;10306;0.9;10413
92;10306;0.9;10413
92;10306;0.9;10413
92;10306;0.9;10413
92;10309;0.9;10416
92;10309;0.9;10416
92;10309;0.9;10416
92;10309;0.9;10416
92;10329;0.9;10436
92;10329;0.9;10436
92;10329;0.9;10436
92;10329;0.9;10436
91;10305;0.9;10411
91;10305;0.9;10411
91;10305;0.9;10411
91;10305;0.9;10411
91;10324;0.9;10430
91;10324;0.9;10430
91;10324;0.9;10430
91;10324;0.9;10430
91;10315;0.9;10421
91;10315;0.9;10421
91;10315;0.9;10421
91;10315;0.9;10421
91;10312;0.9;10418
91;10312;0.9;10418
91;10312;0.9;10418
91;10312;0.9;10418
90;10293;0.9;10398
90;10293;0.9;10398
90;10293;0.9;10398
90;10293;0.9;10398
90;10281;0.9;10386
90;10281;0.9;10386
90;10281;0.9;10386
90;10281;0.9;10386
89;10279;0.9;10383
89;10279;0.9;10383
89;10279;0.9;10383
89;10279;0.9;10383
89;10243;0.9;10347
89;10243;0.9;10347
89;10243;0.9;10347
89;10243;0.9;10347
89;10253;0.9;10357
89;10253;0.9;10357
89;10253;0.9;10357
89;10253;0.9;10357
89;10238;0.9;10342
89;10238;0.9;10342
89;10238;0.9;10342
89;10238;0.9;10342
88;10221;0.9;10324
88;10221;0.9;10324
88;10221;0.9;10324
88;10221;0.9;10324
88;10207;0.9;10310
88;10207;0.9;10310
88;10207;0.9;10310
88;10207;0.9;10310
88;10186;0.9;10289
88;10186;0.9;10289
88;10186;0.9;10289
88;10186;0.9;10289
88;10186;0.9;10289
88;10186;0.9;10289
88;10186;0.9;10289
88;10186;0.9;10289
88;10140;0.9;10243
88;10140;0.9;10243
88;10140;0.9;10243
88;10140;0.9;10243
88;10107;0.9;10210
88;10107;0.9;10210
88;10107;0.9;10210
88;10107;0.9;10210
88;10081;0.9;10184
88;10081;0.9;10184
88;10081;0.9;10184
88;10081;0.9;10184
87;10049;0.9;10151
87;10049;0.9;10151
87;10049;0.9;10151
87;10049;0.9;10151
87;10040;0.9;10142
87;10040;0.9;10142
87;10040;0.9;10142
87;10040;0.9;10142
87;10007;0.9;10109
87;10007;0.9;10109
87;10007;0.9;10109
87;10007;0.9;10109
86;9981;0.9;10082
86;9981;0.9;10082
86;9981;0.9;10082
86;9981;0.9;10082
86;9930;0.9;10031
86;9930;0.9;10031
86;9930;0.9;10031
86;9930;0.9;10031
85;9938;0.9;10038
85;9938;0.9;10038
85;9938;0.9;10038
85;9938;0.9;10038
85;9920;0.9;10020
85;9920;0.9;10020
85;9920;0.9;10020
85;9920;0.9;10020
85;9884;0.9;9984
85;9884;0.9;9984
85;9884;0.9;9984
85;9884;0.9;9984
85;9884;0.9;9984
85;9884;0.9;9984
84;9872;0.9;9971
84;9872;0.9;9971
84;9872;0.9;9971
84;9872;0.9;9971
84;9857;0.9;9956
84;9857;0.9;9956
84;9857;0.9;9956
84;9857;0.9;9956
84;9832;0.9;9931
84;9832;0.9;9931
84;9832;0.9;9931
84;9832;0.9;9931
84;9804;0.9;9903
84;9804;0.9;9903
84;9804;0.9;9903
84;9804;0.9;9903
83;9803;0.9;9901
83;9803;0.9;9901
83;9803;0.9;9901
83;9803;0.9;9901
83;9773;0.9;9871
83;9773;0.9;9871
83;9773;0.9;9871
83;9773;0.9;9871
83;9754;0.9;9852
83;9754;0.9;9852
83;9754;0.9;9852
83;9754;0.9;9852
83;9736;0.9;9834
83;9736;0.9;9834
83;9736;0.9;9834
83;9736;0.9;9834
83;9721;0.9;9819
83;9721;0.9;9819
83;9721;0.9;9819
83;9721;0.9;9819
83;9702;0.9;9800
83;9702;0.9;9800
83;9702;0.9;9800
83;9702;0.9;9800
83;9684;0.9;9782
83;9684;0.9;9782
83;9684;0.9;9782
83;9684;0.9;9782
83;9688;0.9;9786
83;9688;0.9;9786
83;9688;0.9;9786
83;9688;0.9;9786
83;9654;0.9;9752
83;9654;0.9;9752
83;9654;0.9;9752
83;9654;0.9;9752
83;9649;0.9;9747
83;9649;0.9;9747
83;9649;0.9;9747
83;9649;0.9;9747
83;9646;0.9;9744
83;9646;0.9;9744
83;9646;0.9;9744
83;9646;0.9;9744
